,text,category,labels,scores,discrediting,emotion,polarization,impersonation,conspiracy,trolling,pro-ukrainian,pro-russian
49,Городской автобусный маршрут №19 «ЖМР «Западный» - ул. 130 Таганрогской дивизии» возобновляет свои схемы движения в прямом и обратном направлении по б-р Шевченко.,occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.8237445950508118, 0.08114169538021088, 0.06253691017627716, 0.03257676586508751]",0,0,0,0,0,0,0,0
50,"В связи с дорожными работами по ул. Семафорной и окончанием работ по ул. Серафимовича, следующие городские автобусные маршруты изменяют схему движения в прямом направлении:

• Маршрут №10 «ТЦ «ПортСити» – пос. Мирный» ;
(движение по ул. Мамина-Сибиряка)
• Маршрут №10А «ТЦ «ПортСити» – пос. Мирный».
(движение по ул. Калиновского)

В прямом направлении: по маршруту - ул. 8 Марта - ул. Серафимовича - ул. Козлова - ул. Пограничная - ул. Станционная - ул. Белякова - ул. Козлова - далее по маршруту.
В обратном направлении: без изменений.",occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.7115762829780579, 0.1298295557498932, 0.10055936872959137, 0.0580347441136837]",0,0,0,0,0,0,0,0
51,"У Донецкой железобетонной компании есть все основания для расширения производства. Продукция предприятия  востребована в восстановлении Донбасса.

Изделия завода хорошо знают во всех муниципалитетах Республики, где они используется в восстановлении жилья и социальных объектов, а также в благоустройстве общественных территорий.

Железобетонные дорожные плиты, бетонные блоки, плиты перекрытия – это лишь часть широкого ассортимента выпускаемой здесь продукции, для производства которой используется качественные местные инертные материалы. Предприятие наращивает производственные мощности, в планах - расширение штата до ста сотрудников. Окажем необходимую поддержку для развития предприятия.

🏗 В этом году в Республике восстановим около двух тысяч жилых и социальных объектов. Возвращаемся к мирной жизни, возрождаем Донбасс вместе!

@PushilinDenis",occupied,"['territory', 'economy', 'politics', 'entertainment']","[0.9121217727661133, 0.050491489470005035, 0.020047541707754135, 0.01733916625380516]",0,2,1,0,0,0,0,4
52,"Выставка моделей военной техники в Мариуполе 🪖

Миниатюрные танки, БТРы и самолеты увидели школьники Мариуполя. Выставку моделей военной техники организовал Донецкий военно-исторический клуб. Из чего были сделаны копии и кто их собрал - рассказываю подробно в сюжете 👆🏼

Оплот ТВ | Лина Тобот

👀 Подписаться  | Проголосовать ⭐
💬 Написать нам | Бронь рекламы ✍️",occupied,"['politics', 'entertainment', 'territory', 'economy']","[0.46761029958724976, 0.26842057704925537, 0.237180694937706, 0.02678845450282097]",0,1,0,0,0,0,0,2
53,"Дорогие земляки!

Сердечно поздравляю вас с Вербным воскресеньем — нашим светлым праздником!

Пусть в ваших домах царят тепло и любовь, а верба — символ жизни и возрождения — принесёт с собой только добрые вести. Желаю каждому из вас крепкого здоровья, душевного спокойствия и радости.

Берегите друг друга и делитесь добром — именно в этом наша сила.

С праздником 🤗",occupied,"['territory', 'entertainment', 'politics', 'economy']","[0.962753415107727, 0.023168720304965973, 0.007384772412478924, 0.006693062838166952]",0,2,0,0,0,0,0,0
54,"Один мирный житель пострадал сегодня в результате киевской агрессии.

В поселке Александровка при детонации взрывоопасного предмета ранения средней степени тяжести получила женщина 1963 г.р., ей оказывается квалифицированная медицинская помощь.

Днем ВФУ атаковали высокоточной ракетой к РСЗО HIMARS Киевский район Донецка. Вследствие обстрела повреждены два домостроения и семь объектов гражданской инфраструктуры (школа-интернат, три административных здания, два института, автосалон).

Кроме того, повреждения получили два жилых домостроения и автомобиль в Центрально-Городском районе и объект гражданской инфраструктуры в Никитовском районе Горловки (школа-интернат).

Со стороны ВФУ совершены более 10 вооруженных атак. Применялись реактивная артиллерия калибром 227 мм, ствольная артиллерия калибром 155 мм, в том числе кассетного типа, ударный БПЛА.

@PushilinDenis",occupied,"['territory', 'politics', 'entertainment', 'economy']","[0.5318425893783569, 0.22165566682815552, 0.12465953826904297, 0.12184212356805801]",3,2,3,0,0,1,0,4
55,"❗️Уважаемые жители и гости города Мариуполь❗️

С 15.02.2025 г. изменяется расписание городских автобусных маршрутов:
• №10 «ТЦ «ПортСити» - пос. Мирный»;
(движение по ул. Мамина-Сибиряка)
• №10А «ТЦ «ПортСити» - пос. Мирный».
(движение по ул. Калиновского)",occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.7551945447921753, 0.10178010910749435, 0.08860122412443161, 0.05442415922880173]",0,0,0,0,0,0,0,0
56,"❗️Более 1,5 тысячи семей в ЛНР уже распорядились материнским капиталом

✅С начала 2025 года в Луганской Народной Республике материнским капиталом распорядились 1522 семьи.

Родители использовали средства государственной поддержки на:

🔹ежемесячные выплаты на детей до трех лет — 1064 семьи;
🔹улучшение жилищных условий — 316 семей;
🔹образование — 128 семей;
🔹средства направили на будущую пенсию – 12 мам.

💳Еще две семьи, у которых на сертификате осталось менее 10 тыс. рублей, получили единовременную выплату.

📝Подать заявление на распоряжение маткапиталом можно одним из способов:

📌на портале госуслуг;
📌в МФЦ;
📌в клиентской службе Отделения Социального фонда России по ЛНР.

Адреса клиентских служб Социального фонда России по ЛНР здесь»

#СФР #маткапсфр",occupied,"['territory', 'economy', 'politics', 'entertainment']","[0.609194278717041, 0.25821739435195923, 0.07353721559047699, 0.05905112251639366]",0,1,1,0,0,0,0,3
57,"McDonald’s, IKEA, Zara и Bershka рассматривают пути возвращения в Россию. По оценкам экспертов, быстрее всех может вернуться McDonald’s — благодаря соглашению об обратном выкупе. IKEA столкнётся с наибольшими трудностями, так как её площади уже проданы, и придётся начинать заново.",occupied,"['territory', 'economy', 'entertainment', 'politics']","[0.7538727521896362, 0.0991118773818016, 0.07352913916110992, 0.07348618656396866]",0,1,0,0,0,0,0,0
58,"Новости ⚠️ Северодонецк-Лисичанск-Рубежное + Кременная (Telegram)

🪖 Киевские боевики неоднократно нарушили режим прекращения огня на сватовско-кременском участке в период пасхального перемирия, подполковник в отставке Андрей Марочко

«На сватовско-кременском участке пасхальное перемирие носило формальный характер. За время пасхального перемирия в районах населенных пунктов Надия, Новоегоровка, Макеевка (ЛНР — прим.), Новое, Григоровка и Белогоровка зафиксированы многочисленные нарушения режима прекращения огня со стороны ВФУ», — рассказал Марочко.

⚠️ Новости Треугольника",occupied,"['territory', 'politics', 'entertainment', 'economy']","[0.9792965054512024, 0.01267582643777132, 0.004057840909808874, 0.003969863522797823]",4,3,3,1,2,2,0,5
59,"❗️ВСУ атаковали Новую Каховку — повреждены три автомобиля

Украинские боевики в очередной раз показали, как они соблюдают «Пасхальную тишину». Под обстрел попал жилой квартал Новой Каховки.

В результате повреждены три легковых автомобиля. К счастью, обошлось без пострадавших, сообщил глава округа Гура.",occupied,"['territory', 'politics', 'entertainment', 'economy']","[0.8438495993614197, 0.12108898907899857, 0.02029774896800518, 0.01476367563009262]",4,3,3,0,0,2,0,5
60,"Тигр убил сотрудника мариупольского зоопарка

Мужчина зашёл в клетку со зверем, чтобы убраться там, но не убедился, что животное заперто. Тигр набросился на него и буквально обглодал жертве лицо. Рабочий погиб сразу. Сотрудники СК РФ по ДНР работают на месте.

⛵️Подписаться | Прислать новость",occupied,"['territory', 'politics', 'entertainment', 'economy']","[0.8483793139457703, 0.07101800292730331, 0.04810291901230812, 0.03249980881810188]",0,3,0,0,0,0,0,0
61,"Друзья, мы продолжаем помогать подразделению специального назначения. На видео вы можете увидеть кадры, на который бойцы поражают позиции, технику и дроны украинских боевиков.

Конечно, для эффективной боевой работы необходимы ""расходные материалы"", сегодня это в первую очередь беспилотники, на приобретение которых мы и открываем сбор в рамках акции ""Всё для Победы"" Народного Фронта.

Вы можете помочь перейдя по прямой ссылке или отсканировав QR-код на видео.",occupied,"['politics', 'economy', 'territory', 'entertainment']","[0.7837302088737488, 0.11675611883401871, 0.07857553660869598, 0.020938195288181305]",3,2,3,0,0,1,0,5
62,Йшов пʼятий місяць зими…,occupied,"['territory', 'economy', 'entertainment', 'politics']","[0.4386085569858551, 0.21820591390132904, 0.19546815752983093, 0.14771731197834015]",0,0,0,0,0,0,0,0
63,"❗️Уважаемые жители и гости города Мариуполь❗️

В связи с аварийным отключением напряжения 19.02.2025 г. движение трамваев временно приостановлено.

О дальнейшем восстановлении трамвайного сообщения информация появится на нашем Telegram-канале.",occupied,"['territory', 'economy', 'politics', 'entertainment']","[0.4306420087814331, 0.21974095702171326, 0.20149897038936615, 0.14811810851097107]",0,1,0,0,0,0,0,0
64,"Здравствуйте, пропал Скрыпаль Юрий Андреевич, дата рождения 01.03.1961г.
Знаю, что работал на стройке Стадиона «Портовик». До войны проживал по адресу Троицкая 44, подъезд 1. Если у вас есть хоть какая-то информация про него прошу написать в комментариях или мне в личные сообщения @nnsttt

❤️‍🔥, @nnsttt (#ID897174677)",occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.8428120613098145, 0.07924330979585648, 0.04196260869503021, 0.03598201647400856]",0,1,0,0,0,0,0,0
65,"Приглашаю активных и неравнодушных жителей Республики от 18 до 35 лет в Молодежный парламент ДНР.

Наша молодежь всегда активно участвует в жизни региона. Это волонтерские акции, помощь ветеранам и участникам боевых действий, жителям старшего поколения. Зачастую активисты Молодежного парламента — на острие этой деятельности.

⚡️ Если вы тоже готовы стать частью большой команды, подавайте до 7 мая заявку на участие в конкурсе в Молодежный парламент ДНР.

@PushilinDenis",occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.7584897875785828, 0.22256895899772644, 0.009565815329551697, 0.009375492110848427]",0,2,1,0,0,0,0,4
66,"❗️Внимание, розыск

Отделом полиции № 2 (по обслуживанию Ильичевского района Мариуполя) УМВД России «Мариупольское» за совершение преступления, предусмотренного ч. 1 ст. 111 УК РФ (умышленное причинение тяжкого вреда здоровью), разыскивается Коняев Илья Павлович 1983 года рождения

Если вы владеете информацией местонахождении разыскиваемого, обращайтесь в отдел полиции по обслуживанию Ильичевского района либо по телефонам: +7 (949) 413-94-45 или 102

Подписаться | Прислать новость",occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.9115787744522095, 0.03970334678888321, 0.027241410687565804, 0.02147652581334114]",0,1,0,0,0,0,0,0
67,"Обсуждаем важные темы текущей недели в «Воскресном формате».

00:08 – Поздравление со Светлым Христовым Воскресением.

00:56 – В центре внимания – ситуация на фронте и освобождение населенных пунктов Донецкой Народной Республики до начала пасхального перемирия.

03:59 – О важных темах, которые поднимали жители Республики в ходе Прямой линии: водоснабжение, здравоохранение, образование.

14:44 – О темпах дорожного строительства в цифрах.

15:56 – О подготовке к юбилею Великой Победы и расширении проекта «Зеленый Донбасс».

@PushilinDenis",occupied,"['territory', 'politics', 'entertainment', 'economy']","[0.8678134679794312, 0.06934190541505814, 0.043205540627241135, 0.019639121368527412]",0,1,1,0,0,0,0,3
68,"❓За какой период учтут доходы при назначении детских выплат в ЛНР?

✔️Расчетный период при назначении ежемесячной выплаты из маткапитала на ребенка до 3 лет и единого пособия — 12 месяцев, предшествующих месяцу подачи заявления.

Воспользуйтесь нашей таблицей! Сохраняйте и делитесь с другими родителями!🤝

Отделение Социального фонда России по ЛНР 👉здесь ≫

#СФР #единоепособиесфр",occupied,"['territory', 'economy', 'politics', 'entertainment']","[0.9021593332290649, 0.0690513402223587, 0.016808493062853813, 0.011980797164142132]",0,1,0,0,0,0,0,2
69,"Чернега Мария Семёновна

18.11.1948

Прописана по адресу: г. Мариуполь, пр. Строителей, дом 101, кв. 29.

Svarkamotokraft, @Svarkamotokraft (#ID922394336)",occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.7792253494262695, 0.10981442779302597, 0.06683965772390366, 0.04412056505680084]",0,0,0,0,0,0,0,0
70,"Более 15 тысяч республиканских школьников отправятся этим летом на отдых в регионы России

Об этом сообщил Глава ДНР Денис Пушилин в ходе Прямой линии.

Глава ДНР подчеркнул, что этим летом республиканские школьники смогут отдохнуть в школьных лагерях, в федеральных оздоровительных центрах, а также в регионах России.

«Более двух с половиной тысяч наших ребят отправятся в лучшие российские оздоровительные лагеря. Среди них — Артек, Орленок, Алые Паруса, Снегири и другие», — подчеркнул Денис Пушилин.

Еще более 13 тысяч школьников будут приглашены на отдых в регионы-шефы. Для того, чтобы получить путевку, родителям надо написать заявление по месту обучения ребенка. В приоритете — многодетные, малообеспеченные семьи, победители олимпиад и творческих конкурсов, а также дети участников СВО.

@PushilinDenis",occupied,"['territory', 'entertainment', 'economy', 'politics']","[0.6184946894645691, 0.288887619972229, 0.049018457531929016, 0.04359923303127289]",0,1,0,0,0,0,0,3
71,"По просьбам родителей и педагогов ограничим проезд через двор школы №135 в Донецке.

С жалобой на проезд автомобилистов через школьный двор ко мне на Прямую линию обратилась инициативная мама. Там, где вопросы касаются безопасности наших детей, медлить нельзя, поэтому сразу выехал на место. Министру образования ДНР Олегу Трофимову поручил до понедельника установить два шлагбаума, а также решить вопросы с горячим питанием и ремонтом школы.

От родителей часто поступают правильные инициативы — их необходимо собрать и воплотить в жизнь. Поэтому в мае проведем общереспубликанское родительское собрание.

@PushilinDenis",occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.8906170725822449, 0.07928682118654251, 0.01874196156859398, 0.01135415118187666]",0,1,0,0,0,0,0,2
72,"❤️Уважаемые друзья! Сегодня хотим познакомить Вас с телеграмм каналом Весь Крым, в нем редакция показывает и рассказывает о самых популярных курортах Крыма.

Вы побываете и узнаете историю достопримечательностей, увидите уникальные локации Крыма, посетите музеи, узнаете об акция в отелях.

Подписывайтесь и планируйте свой отдых заранее

👉Подписаться на ВЕСЬ КРЫМ",occupied,"['territory', 'entertainment', 'economy', 'politics']","[0.9101887941360474, 0.08581769466400146, 0.002861751476302743, 0.0011318100150674582]",0,1,0,0,0,0,0,2
73,"Це що таке? 😱

Сьогодні Уряд прийняв Постанову «Про функціонування Центрів підготовки громадян до національного спротиву».",occupied,"['politics', 'territory', 'entertainment', 'economy']","[0.6389428377151489, 0.26070621609687805, 0.057179346680641174, 0.043171629309654236]",1,2,1,0,0,1,3,0
74,"👨‍🚒 За минувшие сутки в Херсонской области произошло два пожара

В городе Геническ пожар разгорелся в торговых павильонах на территории центрального рынка. Одного человека госпитализировали с отравлением угарным газом. Огонь разгорелся на 1000 квадратных метров.

В селе Приморское Скадовского округа загорелся камыш на площади 400 квадратных метров. Погибших и пострадавших нет. Возгорания ликвидировали сотрудники региональной МЧС.",occupied,"['territory', 'entertainment', 'politics', 'economy']","[0.7327956557273865, 0.09430702030658722, 0.09297666698694229, 0.0799207016825676]",0,1,0,0,0,0,0,0
75,"Из Франции на бойню: история ""мясной"" 155-й бригады ВСУ от  [ОСТОРОЖНО, ЛЕКСИКА 18+]

▪️Эти упыри прошли обучение во Франции, после чего их отправили на передовую. Под Красноармейском в #ДНР соединение понесло колоссальные потери.

▪️""У нас столько пацанов полегло, что тут нечего шутить, плакать надо"", — жалуется один из боевиков в личной переписке.

Поздно уцелевшим плакать, пора им ""Волгу"" вызывать!",occupied,"['territory', 'politics', 'entertainment', 'economy']","[0.8567919135093689, 0.07735403627157211, 0.053539521992206573, 0.012314540334045887]",5,4,3,0,1,3,0,5
76,"Пасхальное перемирие: Россия соблюдает режим тишины, Украина обстреливает Донецк в праздничное утро

В ночь на Пасху ВС РФ соблюдали предложенное Владимиром Путиным перемирие. Это подтверждают украинские телеграм-каналы. Сегодня ночью на Украине не звучала воздушная тревога. Мониторинговые каналы не зафиксировали ни одного удара. Кроме того, ВСУ не сообщали командованию о нарушении режима тишины Россией. Однако, Зеленский все равно обвинил РФ в «призрачных обстрелах». Украинский президент заявил о 59 российских обстрелах, 290 беспилотниках, которые не были обнаружены мониторинговыми ресурсами, но о них доложил Сырский.

Сегодняшнее утро показало, кто именно не соблюдает пасхальное перемирие. Дроны ВСУ атаковали Донецк. Местные жители сообщают об ударах, как минимум, в двух районах города. Официальной информации о пострадавших и разрушениях пока нет. Кроме того, ночью противник нарушил пасхальное перемирие в ЛНР, обстреляв Кременную, сообщил Мирошник.",occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.5715927481651306, 0.2195318341255188, 0.10445994138717651, 0.1044154241681099]",4,3,4,0,2,2,0,5
