,text,category,labels,scores,discrediting,emotion,polarization,impersonation,conspiracy,trolling,pro-ukrainian,pro-russian
49,"📹 Уничтожение миномета ВСУ в Александрополе

 238 артиллерийская бригада 8 гвардейской общевойсковой армии ВС РФ обнаружила миномет ВСУ в районе населенного пункта Александрополь. Благодаря оперативным действиям и меткому огню расчета 2А36 ""Гиацинт-Б"" кубанских артиллеристов цель была поражена. Эта операция подчеркивает высокую координацию и эффективность действий российских войск, не дающих противнику ни малейшего шанса на сопротивление.

Подписывайтесь на телеграмм канал Народная милиция ДНР, чтобы увидеть войну нашими глазами",occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.8622174263000488, 0.07521994411945343, 0.038709480315446854, 0.023853197693824768]",2,3,2,0,0,1,0,5
50,"Передал семье героически погибшего в Горловке водителя рейсового автобуса Владимира Ревтова Орден Республики. В критический момент он без размышлений пожертвовал жизнью ради спасения пассажиров.

Когда перед автобусом ударил вражеский беспилотник, Владимир Александрович совершил последний манёвр и, не думая о себе, спас пассажиров.

Коллеги и друзья уважали Владимира Ревтова за мужество и ответственность - он выходил на самые опасные маршруты, даже когда другие отказывались.

Владимир Ревтов и жил, и погиб, как настоящий мужчина. Вечная память герою!

@PushilinDenis",occupied,"['territory', 'economy', 'entertainment', 'politics']","[0.9331384897232056, 0.030277403071522713, 0.022810060530900955, 0.0137740233913064]",0,4,1,0,0,0,0,5
51,"🔥Пожарным удалось отстоять жилые дома в Бобровом и Боровском: этой ночью огонь практически вплотную приблизился к населенным пунктам

Об этом рассказал руководитель оперативного Штаба по ликвидации ЧС, первый вице-премьер Юрий Говтвин

По его словам, горение лесного массива в северодонецком лесничестве продолжается. Ситуация осложняется сильным порывистым ветром.

💬""Очень опасной ситуация была этой ночью. Огонь подошел вплотную к селу Боброво и поселку Боровское. Благодаря слаженным действиям пожарных ГУ МЧС России, представителей Минобороны, сотрудников лесничества, огонь был остановлен"", - сообщил первый зампредседателя Правительства Республики.

В данный момент огнеборцы продолжают тушение очагов возгораний в глубине лесного массива.

🥰На месте работают порядка 60 человек личного состава, спецтехника, включая водовозы, цистерны, бульдозеры и тракторы.

⚠️ Новости Треугольника",occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.6434255242347717, 0.21808840334415436, 0.09784596413373947, 0.04064004868268967]",0,2,0,0,0,0,0,0
52,В Мариуполе сейчас 😋,occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.6539109349250793, 0.1704176366329193, 0.10185324400663376, 0.07381822168827057]",0,1,0,0,0,1,0,0
53,"Звертаємося до людей,які залишилися в місті Маріуполь. Потрібна допомога в розшуку людини .Батько шукає сина .Перестав виходити на зв'язок з 27.02.22року Шабунін Андрій Анатолійович ,27.10.1972р.н. Високий та худий.  Знаємо ,що працював на фермах в Талаківкі.(сподіваюсь,що не помиляюсь в назві населеного пункту). Був на момент вторгнення на роботі, казав що дуже стріляють,але залишився біля худоби. І все зв'язок обірвався і нічого на жаль ми не знаємо. Віримо,що живий.  Можливо хтось ,щось знає за ці ферми і можливо ж хтось бачив цього чоловіка. Телефонуйте за номером 050-804-26-39(цей номер і Вайбер) Людмила.  Фото нажаль залишилися тільки таке, там де він молоденькийЗвертаємося до людей,які залишилися в місті Маріуполь. Потрібна допомога в розшуку людини .Батько шукає сина .Перестав виходити на зв'язок з 27.02.22року Шабунін Андрій Анатолійович ,27.10.1972р.н. Високий та худий.  Знаємо ,що працював на фермах в Талаківкі.(сподіваюсь,що не помиляюсь в назві населеного пункту). Був на момент вторгнення на роботі, казав що дуже стріляють,але залишився біля худоби. І все зв'язок обірвався і нічого на жаль ми не знаємо. Віримо,що живий.  Можливо хтось ,щось знає за ці ферми і можливо ж хтось бачив цього чоловіка. Телефонуйте за номером 050-804-26-39(цей номер і Вайбер) Людмила.

Ірина Коміссаренко (#ID5452901400)",occupied,"['territory', 'economy', 'politics', 'entertainment']","[0.8276342153549194, 0.06519608199596405, 0.0648675486445427, 0.04230210930109024]",0,3,0,0,0,0,0,0
54,"Что делать жителю ЛНР, если переехал и не успел получить пенсию по старому адресу?

Это актуальный вопрос для граждан, получающих пенсию через почту.

🧳Если вы сменили место проживания временно, помните, что если не получить пенсию на почте в течение шести месяцев подряд, выплата приостановится.

🚌Если вы переехали на постоянное место жительство в другой район ЛНР или другой регион РФ, нужно встать на пенсионный учет в клиентской службе Соцфонда России по новому месту жительства. Не полученную по старому адресу пенсию выплатят уже по новому адресу.

➡️Для запроса выплатного дела нужно подать заявление о доставке пенсии и указать свой новый адрес, самый удобный способ — на портале госуслуг, а также можно обратиться в МФЦ или в клиентскую службу.

Отделение Социального фонда России по ЛНР здесь >>>

#СФР #пенсиясфр",occupied,"['territory', 'economy', 'politics', 'entertainment']","[0.8638606667518616, 0.08855277299880981, 0.029788507148623466, 0.01779801957309246]",0,0,0,0,0,0,0,0
55,"Розыскиваем своего классного руководителя, учителя русского языка и литературы школы 25 - Блок Ларису Ивановну. Просьба сообщить, если кто нибудь знает что то о её судьбе. Заранее благодарны. 10-А.",occupied,"['territory', 'entertainment', 'politics', 'economy']","[0.6690142154693604, 0.126332625746727, 0.11872969567775726, 0.0859234482049942]",0,1,0,0,0,0,0,0
56,"Lpr 1 (Telegram)

Пуски УАБ в направлении В.Лепетиха Херсонская область РФ",occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.7743927240371704, 0.11108312010765076, 0.08725281059741974, 0.027271313592791557]",0,0,0,0,0,0,0,0
57,"Передал семье героически погибшего в Горловке водителя рейсового автобуса Владимира Ревтова Орден Республики. В критический момент он без размышлений пожертвовал жизнью ради спасения пассажиров.

Когда перед автобусом ударил вражеский беспилотник, Владимир Александрович совершил последний манёвр и, не думая о себе, спас пассажиров.

Коллеги и друзья уважали Владимира Ревтова за мужество и ответственность - он выходил на самые опасные маршруты, даже когда другие отказывались.

Владимир Ревтов и жил, и погиб, как настоящий мужчина. Вечная память герою!

@PushilinDenis",occupied,"['territory', 'economy', 'entertainment', 'politics']","[0.9331384897232056, 0.030277403071522713, 0.022810060530900955, 0.0137740233913064]",0,4,2,0,0,0,0,5
58,"Пять вражеских дронов сбиты разведкой в Херсонской области

Разведчики группировки войск «Днепр» вновь подтвердили высокий уровень подготовки, обнаружив и ликвидировав в небе над Херсонской областью пять беспилотников противника. Среди уничтоженных целей — один тяжелый гексакоптер и четыре квадрокоптера, использовавшиеся ВСУ для сброса боеприпасов.

Благодаря оперативной работе мобильных наблюдательных групп и расчетов беспилотных летательных аппаратов удалось не допустить ударов по позициям русских войск. Подразделения продолжают круглосуточно контролировать воздушное пространство, предотвращая вражеские попытки нанесения урона.",occupied,"['territory', 'economy', 'politics', 'entertainment']","[0.6909258961677551, 0.14060905575752258, 0.12521739304065704, 0.043247565627098083]",1,2,1,0,0,0,0,5
59,❗️Русская армия освободила населенный пункт Шевченко в ДНР — в Минобороны РФ,occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.7427416443824768, 0.1279796063899994, 0.0890185534954071, 0.040260203182697296]",2,2,3,0,1,1,0,5
60,"Нарезка с сегодняшней съёмки...
Дом по пр.Металлургов 221... 😢
Просто нет слов!
Дом разрушается с каждым днём всё больше и больше, но никто не спешит его восстанавливать.
Сквозные трещины в несущих стенах, раскрыты полы, стены шатаются... 😱😓

‼️ #работничкипофакту ‼️

Полный выпуск будет опубликован в течении нескольких дней.

Чтобы не пропустить, обязательно подпишитесь и включите уведомления 🔔

#наблюдениямариуполя

ПРОШУ МАКСИМАЛЬНЫЙ РЕПОСТ 🙏🏼

Лина Тобот

#Мариуполь #Мариуполь2024
#Мариупольский #ВМариуполе

👀 Подписаться  | Проголосовать ⭐️
💬 Написать нам | Бронь рекламы ✍️",occupied,"['territory', 'politics', 'entertainment', 'economy']","[0.6410417556762695, 0.32180118560791016, 0.02584436908364296, 0.0113126365467906]",2,4,1,0,0,1,2,1
61,"""Смириться или заткнуться""

Трамп заявил, что переговоры по Украине ""возможно, идут ОК. Скоро узнаем. Мы на том моменте, когда нужно смириться или заткнуться. Но я полагаю, всё идёт хорошо. Думаю, отношения между Украиной и Россией могут быть хорошими, вы довольно скоро в этом убедитесь""

Ключевая фраза спича - ""Put up or shut up"" - переводится как ""тот, кто обещает, должен либо начать выполнять, либо перестать обещать"".
🫠 Уж не себя ли со своими ""закончу войну за 24 часа"" он имел в виду?",occupied,"['politics', 'territory', 'economy', 'entertainment']","[0.8134590983390808, 0.10202553868293762, 0.05152646452188492, 0.032988809049129486]",3,2,2,0,1,3,1,1
62,"Знакомые попросили помочь найти информацию о своих родных:
-двоюродная сестра-Озерова Елена Николаевна,66 лет.
-тетя-Озерова Валентина Андреевна,85 лет.
Проживали по адресу:ул.Кронштадская,д.13,кв.75
Мог там же проживать ее сын -Андрей Николаевич-56 лет.До 2014 года он служил,был сотрудником ""Беркута"",стоял в Киеве.После тех событий связь потеряли.
-Сошенко Надежда-70 лет,проживала по адресу :ул.Миргородская,67.

Иванина Ксения, @akceniya (#ID297380628)",occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.4663107395172119, 0.3242572247982025, 0.12879998981952667, 0.08063212037086487]",0,0,0,0,0,0,0,0
63,"Не покупай, забери из коментов в приюте",occupied,"['territory', 'economy', 'entertainment', 'politics']","[0.43746674060821533, 0.3431713283061981, 0.1424325704574585, 0.07692936062812805]",0,1,0,0,0,0,0,0
64,«окраины ночи» / Федор Небезбаков,occupied,"['territory', 'entertainment', 'politics', 'economy']","[0.831118106842041, 0.12731975317001343, 0.03377152979373932, 0.00779056316241622]",0,0,0,0,0,0,0,0
65,"❗️Сбор помощи для детей Донбасса и в зоне СВО!

С 2014 года Ольга Вязовская помогает детям-сиротам, детям инвалидам и многодетным семьям в зоне боевых действий, в наиболее тяжелых районах Донбасса и СВО.

На видео маленькие детки (из прошлых отчетов - новые будут к концу недели)  - одни из многих, которым мы регулярно оказываем помощь!
Актуальные списки необходимого для деток здесь
На нашем канале много отчетов @olgavyazovskaya2014

❗️Важно!  Идет сбор для детей сирот и детей инвалидов из тяжелых районов СВО. Много надо закупить - сбор идет очень медленно, поэтому  очень просим наших подписчиков и благотворителей поддержать! Поможем детям войны вместе!

Большая благодарность за содействие Чингису Дамбиеву и Борису Рожину и 1 ДАК ВС РФ.

Оказать помощь детям и гражданским Донбасса в зоне СВО:

1. Карта Сбера 2202206223232526 Игорь К.

2. Карта Сбера 4817760436706554 Ольга В.
или по номеру +79198789416 или через СБП с других банков.

3. Кто готов оказать помощь в криптовалюте:

Bitcoin
3CAT94ZtGGR7tGbnwy4MzWVvajDDf8tydB

Ethereum
0xb8f4663b25db93a1ddfed813950f5ef117774024

USDT (TRC20)
TFzmG8q4pH3KRRRn2WuS5ZeW5ZdQ11889g

больше кошельков по ссылке помочь криптовалютой

4. Кто готов передать любую помощь, а также помочь детям из-за рубежа пишите в телеграм @Lelyavyaz

для связи @Lelyavyaz Ольга Вязовская",occupied,"['territory', 'economy', 'entertainment', 'politics']","[0.7897874712944031, 0.10420457273721695, 0.05399197340011597, 0.0520160049200058]",0,3,1,0,0,0,0,3
66,"Lpr 1 (Telegram)

УАБ на Торецк",occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.6883156299591064, 0.17302024364471436, 0.07832521200180054, 0.06033889576792717]",0,0,0,0,0,0,0,0
67,"Закинь 20 гривень, якщо вважаєш, що Трамп - старий, тупий чорт ❤️",occupied,"['politics', 'economy', 'territory', 'entertainment']","[0.5324389934539795, 0.19382457435131073, 0.1781497746706009, 0.0955866128206253]",4,3,2,0,0,5,0,0
68,"Трое жителей Донбасса стали лауреатами Всероссийской муниципальной премии «Служение». В церемонии награждения принял участие Президент России Владимир Путин.

За заслуги в местном самоуправлении отметили наших земляков — водителя троллейбуса Татьяну Андрюшенко, директора Гимназии №6 Донецка Альбину Афенченко и заведующего сектором по вопросам сельского хозяйства администрации Ясиноватского округа Владимира Селеменева.

Как отметил наш Президент, работа на муниципальном уровне — это огромная ответственность и призвание, а также важнейшая для государства миссия. Искренне горд тем, что уроженцы Донбасса удостоены высоких наград.

Поздравляю лауреатов от ДНР, искренние слова благодарности за вашу активность и желание работать на благо Республики!

@PushilinDenis",occupied,"['territory', 'economy', 'politics', 'entertainment']","[0.8558831810951233, 0.06937720626592636, 0.03771503269672394, 0.03702457621693611]",0,2,1,0,0,0,0,5
69,"📹 Уничтожение орудий ВСУ в районе Иванополья

В районе Иванополье несколько подразделений 8 гвардейской общевойсковой армии провели скоординированную операцию. 238 артиллерийская бригада обнаружила и уничтожила Д-20 ВСУ с помощью точного огня. В том же районе 72 омсбр выявила Д-30 противника, передав координаты артиллерийскому расчету 2А36 ""Гиацинт-Б"" 381 сап, где обслуживание стрельбы обеспечивал расчет Zala Z16 того же полка, что позволило оперативно ликвидировать цель. Кроме того, 103 мсп 150 дивизии обнаружил L119 ВСУ, которая была уничтожена 381 сап с использованием ""Ланцета"" Х-51.

Совместные действия подразделений, оперативная передача координат и слаженная работа подчеркивают высокую эффективность российских войск в нейтрализации угроз в одном районе.

Подписывайтесь на телеграмм канал Народная милиция ДНР, чтобы увидеть войну нашими глазами",occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.932119607925415, 0.03247266262769699, 0.02066621370613575, 0.014741474762558937]",2,2,2,0,0,1,0,5
70,"Начальник Управления занятости населения Минтруда ДНР Светлана Малахай на радио «Комета» в рубрике «О важном» рассказала об организации работы с участниками СВО, ветеранами боевых действий, имеющих инвалидность, по трудоустройству и переобучению.

ℹ️ Федеральным законом от 12 декабря 2023 года № 565-ФЗ «О занятости населения в Российской Федерации» закреплено приоритетное право граждан, которые завершили прохождение военной службы по призыву, в том числе по мобилизации, или военной службы по контракту на трудоустройство, прохождение профессионального обучения и получение дополнительного профессионального образования.

📇 При оказании государственных мер поддержки в сфере занятости населения ветеранам боевых действий, участникам специальной военной операции, в том числе и имеющим инвалидность, и членам их семей, территориальные органы Республиканского центра занятости Донецкой Народной Республики руководствуются разработанными Минтрудом России Методическими рекомендациями по организации работы служб занятости населения по комплексному решению ситуации участников СВО, связанной с занятостью.

📊 Гражданам, обратившимся в территориальные органы РЦЗ ДНР, из числа участников СВО, ветеранов боевых действий, имеющих инвалидность, доступны следующие меры поддержки в сфере занятости населения:
✔️ содействие в поиске подходящей работы;
✔️ организация профессиональной ориентации в целях выбора сферы деятельности (профессии), трудоустройства, прохождения профессионального обучения и получения дополнительного профессионального образования;
✔️ психологическая поддержка безработных;
✔️ организация профессионального обучения и дополнительного профессионального образования безработных, включая обучение в другой местности;
✔️ социальная адаптация безработных на рынке труда;
✔️ содействие началу осуществления предпринимательской деятельности безработных;
✔️ организация сопровождения при содействии занятости инвалидов.

✨ С каждым инвалидом – участником СВО устанавливается контакт
и обеспечивается персональное сопровождение для мониторинга жизненной ситуации, потребности предоставления мер поддержки в сфере занятости.

✨ При необходимости организуется персональное сопровождение при содействии занятости, включающее организацию собеседование с работодателями, помощь в освоении доступного маршрута передвижения до места работы, содействие в организации наставничества.

✍️ На постоянной основе проводится информирование работодателей по вопросам трудоустройства граждан, имеющих инвалидность, правильности оформления инвалида на работу, учитывая его индивидуальную программу реабилитации и абилитации.

‼️ Специалисты территориальных центров занятости проводят индивидуальную работу с каждым участником СВО в проактивном порядке.

🎧 Прослушать полную запись рубрики «О важном» можно по ссылке https://vk.com/wall326779203_12433",occupied,"['territory', 'economy', 'politics', 'entertainment']","[0.8599237203598022, 0.09145337343215942, 0.031587790697813034, 0.017035095021128654]",0,1,1,0,0,0,0,3
71,"📹 Уничтожение орудия М109 ВСУ в Плещеевке

Ударно-разведывательный дивизион 238 артиллерийской бригады 8 гвардейской общевойсковой армии провел операцию в районе н.п. Плещеевка. Операторы БЛА обнаружили орудие М109 ВСУ, после чего цель была уничтожена с применением  ""Ланцета"". Операция подчеркнула высокую точность и эффективность действий дивизиона в нейтрализации артиллерийской техники противника.

Подписывайтесь на телеграмм канал Народная милиция ДНР, чтобы увидеть войну нашими глазами",occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.8454200029373169, 0.07041541486978531, 0.04778078570961952, 0.036383818835020065]",2,2,3,0,0,1,0,5
72,"Клыга Виталий Викторович 1976г.
Проживал в г. Мариуполе. Связь потеряна до боевых действий.
Его разыскивает армейский товарищ. Службу проходили в пгт Озёрное, Житомирская обл. в 1993-1995 гг.
Будем благодарны любой информации.

M, @Marina_minyamika (#ID5993426508)",occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.6144430637359619, 0.1614559441804886, 0.15740558505058289, 0.0666954293847084]",0,1,0,0,0,0,0,0
73,"Вчера в Москве встретился с нашим земляком, президентом Российской федерации стрельбы из лука Зоригто Манхановым. Обсудили развитие
спорта в республике: от подготовки тренеров до поддержки выдающихся атлетов.

👏 Бурятия по праву гордится своими лучниками:

– Инна Степанова и Светлана Гомбоева — серебряные призёры Олимпийских игр,
– Бальжинима Цыремпилов и Наталья Эрдыниева — призёры
чемпионатов мира, участники Олимпиад,
– Баир Шигаев — бронзовый призёр Паралимпийских игр,
– Эрдэм Жигжитов и Татьяна Андриевская — чемпионы мира.

В вопросе подготовки наших спортсменов отдельное внимание уделили развитию спортивной инфраструктуры. В Улан-Удэ уже построен современный
крытый лукодром, где тренируются будущие чемпионы.

Проговорили с Зоригто Сергеевичем как в дальнейшем можно совместными усилиями оптимизировать работу
спортивных школ и секций, укреплять их материально-техническую базу. Будем совместно с Федерацией работать над системной поддержкой наших молодых спортсменов 💪🏻",occupied,"['territory', 'economy', 'politics', 'entertainment']","[0.5989893674850464, 0.2788907289505005, 0.06562463194131851, 0.05649524927139282]",0,1,0,0,0,0,0,0
74,"16 апреля в 11:00 проведу традиционную Прямую линию.

Подключайтесь к ней в моем телеграм-канале, в ВК и ОК, а также смотрите трансляцию на региональных ТВ-каналах и слушайте на республиканских радиостанциях.

Свой вопрос можно будет задать во время прямой линии, позвонив по номеру 484 для абонентов «Феникса» и  (856) 33 44 484 - для абонентов других операторов.

@PushilinDenis",occupied,"['territory', 'entertainment', 'politics', 'economy']","[0.7434715032577515, 0.10292089730501175, 0.07918286323547363, 0.07442475855350494]",0,0,0,0,0,0,0,0
75,"❗️Уважаемые жители и гости города Мариуполь❗️

В связи с ремонтно-восстановительными работами 20.03.2025 г. движение трамваев будет временно приостановлено.

О дальнейшем восстановлении трамвайного сообщения информация появится на нашем Telegram-канале.",occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.475963294506073, 0.19908995926380157, 0.19417689740657806, 0.13076981902122498]",0,1,0,0,0,0,0,0
76,40-60к в сутки на всратой косе летом... едем? 🤣,occupied,"['territory', 'economy', 'entertainment', 'politics']","[0.7016861438751221, 0.12081705778837204, 0.11850973963737488, 0.0589870810508728]",0,1,0,0,0,2,0,0
77,"Якщо чесно, то я не думаю про швидке закінчення війни. Я скоріше думаю, чи побачу я колись мирне життя.",occupied,"['politics', 'territory', 'economy', 'entertainment']","[0.5229830145835876, 0.19334951043128967, 0.18932229280471802, 0.09434512257575989]",0,3,0,0,0,0,0,0
78,"Ты — не ты, когда голоден: полицейские раскрыли дерзкую ночную кражу в Херсонской области

Сотрудники региональной полиции задержали 21-летнего жителя Генического округа, подозреваемого в краже из местного магазина. Преступление было совершено ночью: злоумышленник проломил стену торговой точки и похитил продукты питания. Владельцем магазина оказался 42-летний мужчина, который обратился в отдел полиции с заявлением.

В ходе оперативно-розыскных мероприятий полицейские быстро вышли на след подозреваемого. Молодой человек дал признательные показания и рассказал, что украденное спрятал в кустах неподалеку. Похищенные товары были найдены и изъяты — их вскоре вернут владельцу. В отношении фигуранта решается вопрос о возбуждении уголовного дела по статье «Кража».",occupied,"['territory', 'economy', 'entertainment', 'politics']","[0.9918875694274902, 0.004610501695424318, 0.0019464370561763644, 0.0015554920537397265]",0,1,0,0,0,0,0,0
79,"☄️ Два дня назад, 20 апреля, аппарат Lucy пролетел мимо астероида Главного пояса под названием (52246) Дональдджохансон. И естественно аппарат заснял видео пролёта, которое вы сейчас и видите. Минимальное расстояние в момент пролёта составило 960 километров.

Oбъект образовался от столкновения двух астероидов поменьше на низкой скорости. Собственно, это и так очевидно по его внешнему виду.

К слову, Дональдджохансон не является целью для Lucy, она летит к троянским астероидам Юпитера. А этот астероид является попутным объектом, который решили изучить, раз появилась такая возможность.",occupied,"['territory', 'politics', 'entertainment', 'economy']","[0.9512824416160583, 0.016997916623950005, 0.01599138230085373, 0.015728222206234932]",0,0,0,0,0,0,0,0
80,"Дёмин Дмитрий, Енисейск

Luchnikov Aleksei (#ID5128292153)",occupied,"['territory', 'politics', 'entertainment', 'economy']","[0.6738796830177307, 0.13538891077041626, 0.09617546945810318, 0.09455588459968567]",0,0,0,0,0,0,0,0
81,"❓Как получить компенсацию ОСАГО людям с инвалидностью в ЛНР?

Условия для получения компенсации 50% стоимости полиса ОСАГО:

🔹в индивидуальной программе реабилитации (ИПРА) должно быть заключение о необходимости приобретения транспортного средства;

🔹страховка должна быть оплачена, а граждане с инвалидностью (или их представители) должны являться страхователями.

✅Компенсацию можно получить на одно транспортное средство в год, в полисе допускается указание до трех водителей, включая инвалида или его представителя.

📝Заявление на компенсацию можно подать в клиентской службе Соцфонда, МФЦ или на портале госуслуг.

❗️ВАЖНО!!! В случае подачи заявления на портале госуслуг, документы необходимо представить в клиентскую службу в течение 5 рабочих дней.

Необходимые документы:

🔹паспорт гражданина РФ;

🔹справка медико-социальной экспертизы;

🔹ИПРА, оформленная по законодательству РФ;

🔹полис ОСАГО;

🔹документы, удостоверяющие личность и полномочия законного представителя;

🔹банковские реквизиты для перечисления средств.

Адреса клиентских служб Социального фонда России по ЛНР 👉здесь»>

#СФР #мспсфр #осаго",occupied,"['territory', 'economy', 'politics', 'entertainment']","[0.4793294668197632, 0.2518681287765503, 0.17355307936668396, 0.09524928033351898]",0,1,0,0,0,0,0,2
82,"⚡️На Курском направлении за сутки ВСУ потеряли до 165 боевиков

Бойцы подразделения группировки войск «Север» нанесли поражения формированиям танковой, механизированной, десантно-штурмовой бригад, бригады территориальной обороны и штурмового полка ВСУ в районе населенного пункта Горналь.

Также бойцы ВС РФ уничтожили танк, БМП, две ББМ, три автомобиля, шесть арторудий, два миномета, четыре пусковые установки РСЗО и три станции РЭБ. Всего за время боевых действий на Курском направлении противник потерял до 75 170 боевиков и 411 танков.",occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.7574387192726135, 0.10270655155181885, 0.10179700702428818, 0.03805772587656975]",3,2,3,0,0,1,0,5
83,"Соцфонд России по ЛНР оформил единое пособие родителям почти 20 тысяч детей с начала года

👨‍👩‍👧‍👦В зависимости от материального положения семьи Социальный фонд России по ЛНР устанавливает семьям с детьми пособие в размере 50%, 75% или 100% детского прожиточного минимума в регионе — 16 169 руб.

В большинстве случаев единое пособие назначалось семьям, которые ранее уже получали выплаты, а затем обратились за их продлением.

🗓Напомним, при обращении за единым пособием в апреле, учитывают доходы за период с марта 2024 по февраль 2025 года.

✍️Подать заявление можно:

— онлайн на портале госуслуг;
— в МФЦ;
— в клиентской службе Отделения Социального фонда России .

👉Отделение Социального фонда России по ЛНР

#СФР #единоепособиесфр",occupied,"['territory', 'economy', 'politics', 'entertainment']","[0.7630142569541931, 0.18966048955917358, 0.02927423268556595, 0.018051017075777054]",0,1,0,0,0,0,0,2
84,"Музей Крыма и Новороссии остается закрытым на обновление

На сегодняшний день в музее продолжается проведение плановых технических работ и обновление экспозиций: улучшаются системы освещения, климат-контроля и безопасности. Команда проекта также трудится над созданием новых тематических залов.

Следите за нашими новостями на официальных каналах связи — мы сразу же сообщим об открытии музея, как только будет назначена дата.

Благодарим вас за понимание и терпение в этот период перемен!

✝️ Новый Херсонес
@new_chersones",occupied,"['territory', 'politics', 'economy', 'entertainment']","[0.8561038970947266, 0.06163986772298813, 0.04539709538221359, 0.036859191954135895]",0,1,0,0,0,0,0,0
